Game Reference,Series
199206050CHI,Finals
199206070POR,Finals
199206100POR,Finals
199206120POR,Finals
199206140CHI,Finals
199205190CHI,Eastern Conference Finals
199205210CHI,Eastern Conference Finals
199205230CLE,Eastern Conference Finals
199205250CLE,Eastern Conference Finals
199205270CHI,Eastern Conference Finals
199205290CLE,Eastern Conference Finals
199205160POR,Western Conference Finals
199205190POR,Western Conference Finals
199205220UTA,Western Conference Finals
199205240UTA,Western Conference Finals
199205260POR,Western Conference Finals
199205280UTA,Western Conference Finals
199205050CHI,Eastern Conference Semifinals
199205070CHI,Eastern Conference Semifinals
199205090NYK,Eastern Conference Semifinals
199205100NYK,Eastern Conference Semifinals
199205120CHI,Eastern Conference Semifinals
199205140NYK,Eastern Conference Semifinals
199205170CHI,Eastern Conference Semifinals
199205020CLE,Eastern Conference Semifinals
199205040CLE,Eastern Conference Semifinals
199205080BOS,Eastern Conference Semifinals
199205100BOS,Eastern Conference Semifinals
199205130CLE,Eastern Conference Semifinals
199205150BOS,Eastern Conference Semifinals
199205170CLE,Eastern Conference Semifinals
199205050POR,Western Conference Semifinals
199205070POR,Western Conference Semifinals
199205090PHO,Western Conference Semifinals
199205110PHO,Western Conference Semifinals
199205140POR,Western Conference Semifinals
199205060UTA,Western Conference Semifinals
199205080UTA,Western Conference Semifinals
199205100SEA,Western Conference Semifinals
199205120SEA,Western Conference Semifinals
199205140UTA,Western Conference Semifinals
199204230BOS,Eastern Conference First Round
199204250BOS,Eastern Conference First Round
199204270IND,Eastern Conference First Round
199204240CHI,Eastern Conference First Round
199204260CHI,Eastern Conference First Round
199204290MIA,Eastern Conference First Round
199204230CLE,Eastern Conference First Round
199204250CLE,Eastern Conference First Round
199204280NJN,Eastern Conference First Round
199204300NJN,Eastern Conference First Round
199204240NYK,Eastern Conference First Round
199204260NYK,Eastern Conference First Round
199204280DET,Eastern Conference First Round
199205010DET,Eastern Conference First Round
199205030NYK,Eastern Conference First Round
199204240PHO,Western Conference First Round
199204260PHO,Western Conference First Round
199204290SAS,Western Conference First Round
199204230POR,Western Conference First Round
199204250POR,Western Conference First Round
199204290LAL,Western Conference First Round
199205030LAL,Western Conference First Round
199204230GSW,Western Conference First Round
199204250GSW,Western Conference First Round
199204280SEA,Western Conference First Round
199204300SEA,Western Conference First Round
199204240UTA,Western Conference First Round
199204260UTA,Western Conference First Round
199204280LAC,Western Conference First Round
199205030LAC,Western Conference First Round
199205040UTA,Western Conference First Round
199306090PHO,Finals
199306110PHO,Finals
199306130CHI,Finals
199306160CHI,Finals
199306180CHI,Finals
199306200PHO,Finals
199305230NYK,Eastern Conference Finals
199305250NYK,Eastern Conference Finals
199305290CHI,Eastern Conference Finals
199305310CHI,Eastern Conference Finals
199306020NYK,Eastern Conference Finals
199306040CHI,Eastern Conference Finals
199305240PHO,Western Conference Finals
199305260PHO,Western Conference Finals
199305280SEA,Western Conference Finals
199305300SEA,Western Conference Finals
199306010PHO,Western Conference Finals
199306030SEA,Western Conference Finals
199306050PHO,Western Conference Finals
199305110CHI,Eastern Conference Semifinals
199305130CHI,Eastern Conference Semifinals
199305150CLE,Eastern Conference Semifinals
199305170CLE,Eastern Conference Semifinals
199305090NYK,Eastern Conference Semifinals
199305120NYK,Eastern Conference Semifinals
199305140CHH,Eastern Conference Semifinals
199305160CHH,Eastern Conference Semifinals
199305180NYK,Eastern Conference Semifinals
199305110PHO,Western Conference Semifinals
199305130PHO,Western Conference Semifinals
199305150SAS,Western Conference Semifinals
199305160SAS,Western Conference Semifinals
199305180PHO,Western Conference Semifinals
199305200SAS,Western Conference Semifinals
199305100SEA,Western Conference Semifinals
199305120SEA,Western Conference Semifinals
199305150HOU,Western Conference Semifinals
199305160HOU,Western Conference Semifinals
199305180SEA,Western Conference Semifinals
199305200HOU,Western Conference Semifinals
199305220SEA,Western Conference Semifinals
199304290BOS,Eastern Conference First Round
199305010BOS,Eastern Conference First Round
199305030CHH,Eastern Conference First Round
199305050CHH,Eastern Conference First Round
199304300CHI,Eastern Conference First Round
199305020CHI,Eastern Conference First Round
199305040ATL,Eastern Conference First Round
199304290CLE,Eastern Conference First Round
199305010CLE,Eastern Conference First Round
199305050NJN,Eastern Conference First Round
199305070NJN,Eastern Conference First Round
199305090CLE,Eastern Conference First Round
199304300NYK,Eastern Conference First Round
199305020NYK,Eastern Conference First Round
199305040IND,Eastern Conference First Round
199305060IND,Eastern Conference First Round
199304290HOU,Western Conference First Round
199305010HOU,Western Conference First Round
199305030LAC,Western Conference First Round
199305050LAC,Western Conference First Round
199305080HOU,Western Conference First Round
199304300PHO,Western Conference First Round
199305020PHO,Western Conference First Round
199305040LAL,Western Conference First Round
199305060LAL,Western Conference First Round
199305090PHO,Western Conference First Round
199304290POR,Western Conference First Round
199305010POR,Western Conference First Round
199305050SAS,Western Conference First Round
199305070SAS,Western Conference First Round
199304300SEA,Western Conference First Round
199305020SEA,Western Conference First Round
199305040UTA,Western Conference First Round
199305060UTA,Western Conference First Round
199305080SEA,Western Conference First Round
199406080HOU,Finals
199406100HOU,Finals
199406120NYK,Finals
199406150NYK,Finals
199406170NYK,Finals
199406190HOU,Finals
199406220HOU,Finals
199405240NYK,Eastern Conference Finals
199405260NYK,Eastern Conference Finals
199405280IND,Eastern Conference Finals
199405300IND,Eastern Conference Finals
199406010NYK,Eastern Conference Finals
199406030IND,Eastern Conference Finals
199406050NYK,Eastern Conference Finals
199405230HOU,Western Conference Finals
199405250HOU,Western Conference Finals
199405270UTA,Western Conference Finals
199405290UTA,Western Conference Finals
199405310HOU,Western Conference Finals
199405100ATL,Eastern Conference Semifinals
199405120ATL,Eastern Conference Semifinals
199405140IND,Eastern Conference Semifinals
199405150IND,Eastern Conference Semifinals
199405170ATL,Eastern Conference Semifinals
199405190IND,Eastern Conference Semifinals
199405080NYK,Eastern Conference Semifinals
199405110NYK,Eastern Conference Semifinals
199405130CHI,Eastern Conference Semifinals
199405150CHI,Eastern Conference Semifinals
199405180NYK,Eastern Conference Semifinals
199405200CHI,Eastern Conference Semifinals
199405220NYK,Eastern Conference Semifinals
199405080HOU,Western Conference Semifinals
199405110HOU,Western Conference Semifinals
199405130PHO,Western Conference Semifinals
199405150PHO,Western Conference Semifinals
199405170HOU,Western Conference Semifinals
199405190PHO,Western Conference Semifinals
199405210HOU,Western Conference Semifinals
199405100UTA,Western Conference Semifinals
199405120UTA,Western Conference Semifinals
199405140DEN,Western Conference Semifinals
199405150DEN,Western Conference Semifinals
199405170UTA,Western Conference Semifinals
199405190DEN,Western Conference Semifinals
199405210UTA,Western Conference Semifinals
199404280ATL,Eastern Conference First Round
199404300ATL,Eastern Conference First Round
199405030MIA,Eastern Conference First Round
199405050MIA,Eastern Conference First Round
199405080ATL,Eastern Conference First Round
199404290CHI,Eastern Conference First Round
199405010CHI,Eastern Conference First Round
199405030CLE,Eastern Conference First Round
199404280ORL,Eastern Conference First Round
199404300ORL,Eastern Conference First Round
199405020IND,Eastern Conference First Round
199404290NYK,Eastern Conference First Round
199405010NYK,Eastern Conference First Round
199405040NJN,Eastern Conference First Round
199405060NJN,Eastern Conference First Round
199404280SEA,Western Conference First Round
199404300SEA,Western Conference First Round
199405020DEN,Western Conference First Round
199405050DEN,Western Conference First Round
199405070SEA,Western Conference First Round
199404290HOU,Western Conference First Round
199405010HOU,Western Conference First Round
199405030POR,Western Conference First Round
199405060POR,Western Conference First Round
199404290PHO,Western Conference First Round
199405010PHO,Western Conference First Round
199405040GSW,Western Conference First Round
199404280SAS,Western Conference First Round
199404300SAS,Western Conference First Round
199405030UTA,Western Conference First Round
199405050UTA,Western Conference First Round
199506070ORL,Finals
199506090ORL,Finals
199506110HOU,Finals
199506140HOU,Finals
199505230ORL,Eastern Conference Finals
199505250ORL,Eastern Conference Finals
199505270IND,Eastern Conference Finals
199505290IND,Eastern Conference Finals
199505310ORL,Eastern Conference Finals
199506020IND,Eastern Conference Finals
199506040ORL,Eastern Conference Finals
199505220SAS,Western Conference Finals
199505240SAS,Western Conference Finals
199505260HOU,Western Conference Finals
199505280HOU,Western Conference Finals
199505300SAS,Western Conference Finals
199506010HOU,Western Conference Finals
199505070NYK,Eastern Conference Semifinals
199505090NYK,Eastern Conference Semifinals
199505110IND,Eastern Conference Semifinals
199505130IND,Eastern Conference Semifinals
199505170NYK,Eastern Conference Semifinals
199505190IND,Eastern Conference Semifinals
199505210NYK,Eastern Conference Semifinals
199505070ORL,Eastern Conference Semifinals
199505100ORL,Eastern Conference Semifinals
199505120CHI,Eastern Conference Semifinals
199505140CHI,Eastern Conference Semifinals
199505160ORL,Eastern Conference Semifinals
199505180CHI,Eastern Conference Semifinals
199505090PHO,Western Conference Semifinals
199505110PHO,Western Conference Semifinals
199505130HOU,Western Conference Semifinals
199505140HOU,Western Conference Semifinals
199505160PHO,Western Conference Semifinals
199505180HOU,Western Conference Semifinals
199505200PHO,Western Conference Semifinals
199505060SAS,Western Conference Semifinals
199505080SAS,Western Conference Semifinals
199505120LAL,Western Conference Semifinals
199505140LAL,Western Conference Semifinals
199505160SAS,Western Conference Semifinals
199505180LAL,Western Conference Semifinals
199504280CHH,Eastern Conference First Round
199504300CHH,Eastern Conference First Round
199505020CHI,Eastern Conference First Round
199505040CHI,Eastern Conference First Round
199504270IND,Eastern Conference First Round
199504290IND,Eastern Conference First Round
199505020ATL,Eastern Conference First Round
199504270NYK,Eastern Conference First Round
199504290NYK,Eastern Conference First Round
199505010CLE,Eastern Conference First Round
199505040CLE,Eastern Conference First Round
199504280ORL,Eastern Conference First Round
199504300ORL,Eastern Conference First Round
199505030BOS,Eastern Conference First Round
199505050BOS,Eastern Conference First Round
199504270UTA,Western Conference First Round
199504290UTA,Western Conference First Round
